issn_l,cr_year,article_total,upw_hybrid_total,cr_hybrid_total,cat
1751-7362,2017,20,13,13,Germany
0041-1132,2020,20,13,13,Germany
1388-9842,2019,25,13,13,Germany
0012-9658,2020,15,13,13,Germany
1389-4978,2021,14,13,13,Germany
1100-9233,2021,13,13,13,Germany
0968-5243,2020,17,13,13,Germany
1387-2877,2021,35,5,13,Germany
0956-540X,2020,54,12,13,Germany
0930-7575,2021,14,13,13,Germany
0966-8373,2021,14,12,13,Germany
1439-6319,2020,15,12,13,Germany
0962-8436,2020,45,21,13,Germany
0723-2632,2021,19,13,13,Germany
0946-2171,2021,14,13,13,Germany
1069-9384,2020,16,12,13,Germany
1751-8113,2021,17,5,13,Germany
0333-1024,2021,16,13,13,Germany
1022-1824,2021,17,13,13,Germany
2642-4150,2020,13,13,13,Germany
1047-4838,2020,20,15,13,Germany
0022-0345,2021,17,11,13,Germany
2475-9953,2021,67,13,13,Germany
0340-7594,2021,15,12,13,Germany
0031-8116,2020,13,12,12,Germany
1062-7995,2020,16,12,12,Germany
0947-0867,2019,117,12,12,Germany
2469-9985,2019,56,24,12,Germany
2522-5987,2021,13,12,12,Germany
0956-5515,2021,13,12,12,Germany
2192-2640,2020,14,12,12,Germany
1861-0684,2019,97,12,12,Germany
0884-0431,2021,15,12,12,Germany
0936-7195,2021,17,12,12,Germany
1351-0754,2020,13,12,12,Germany
0021-4027,2019,59,3,12,Germany
1863-9690,2020,14,12,12,Germany
1552-4973,2020,19,12,12,Germany
0012-0472,2019,109,12,12,Germany
0722-4060,2021,14,12,12,Germany
0930-7575,2017,26,11,12,Germany
1121-8428,2021,17,12,12,Germany
0192-8651,2020,13,12,12,Germany
0303-8300,2020,17,12,12,Germany
0377-0486,2020,15,12,12,Germany
0021-8782,2021,14,12,12,Germany
0012-6667,2018,49,12,12,Germany
0963-0252,2020,21,12,12,Germany
0924-090X,2021,13,12,12,Germany
1755-098X,2020,12,12,12,Germany
0893-7648,2021,13,11,12,Germany
0018-3768,2021,14,13,12,Germany
0010-9452,2021,34,12,12,Germany
0271-2091,2021,12,12,12,Germany
0014-5793,2021,21,12,12,Germany
0947-6539,2018,478,13,12,Germany
1019-7168,2021,12,12,12,Germany
1436-8730,2019,26,12,12,Germany
1099-5129,2020,44,13,12,Germany
0884-0431,2020,12,12,12,Germany
2366-9608,2021,15,12,12,Germany
0960-9822,2017,68,12,12,Germany
0741-238X,2021,12,12,12,Germany
0009-398X,2021,13,12,12,Germany
0957-4484,2019,29,10,12,Germany
1477-9226,2018,150,12,12,Germany
0889-1591,2021,46,13,12,Germany
1862-6599,2019,30,11,12,Germany
0025-5610,2020,15,12,12,Germany
0171-8096,2020,81,10,12,Germany
0934-9723,2020,15,11,12,Germany
1618-7598,2020,16,12,12,Germany
0033-183X,2021,13,13,12,Germany
0025-3162,2020,15,12,12,Germany
1045-3873,2021,19,12,12,Germany
0031-9252,2021,41,12,12,Germany
0899-8418,2021,12,11,12,Germany
1863-2297,2020,12,12,12,Germany
1351-8216,2021,13,12,12,Germany
0195-668X,2021,54,13,12,Germany
0146-6615,2021,15,12,12,Germany
2199-692X,2020,14,12,12,Germany
1863-9690,2021,12,12,12,Germany
0340-9937,2021,44,11,12,Germany
1600-6135,2020,18,13,12,Germany
1755-098X,2021,12,12,12,Germany
1861-0684,2017,74,11,12,Germany
1094-7159,2021,15,12,12,Germany
1538-7836,2021,15,11,12,Germany
1478-5951,2021,12,11,12,Germany
1086-9379,2020,14,12,12,Germany
1998-0000,2021,12,12,12,Germany
2050-7526,2019,49,12,12,Germany
0933-1875,2021,13,12,12,Germany
0256-2928,2021,13,12,12,Germany
0046-5070,2021,12,12,12,Germany
1612-4669,2020,14,12,12,Germany
0090-502X,2021,13,12,12,Germany
0020-9554,2021,114,14,12,Germany
2523-8973,2020,15,12,12,Germany
0273-2300,2019,18,12,12,Germany
0888-8892,2020,15,12,12,Germany
1438-4639,2021,22,12,12,Germany
2044-4753,2021,40,12,12,Germany
0886-6236,2021,12,11,12,Germany
0024-3590,2020,12,12,12,Germany
1460-2695,2021,12,12,12,Germany
1434-6028,2020,18,12,12,Germany
0029-8549,2020,13,12,12,Germany
0888-4080,2021,12,12,12,Germany
2625-073X,2020,14,11,12,Germany
0266-5611,2020,20,12,12,Germany
0340-5443,2021,13,12,12,Germany
0022-1120,2021,23,12,12,Germany
0025-2611,2021,14,12,12,Germany
0340-6717,2021,14,12,12,Germany
0921-898X,2020,15,12,12,Germany
0003-889X,2021,14,14,12,Germany
1554-351X,2020,16,12,12,Germany
2050-7526,2020,39,12,12,Germany
0906-6705,2021,17,10,11,Germany
2330-1619,2021,15,11,11,Germany
2367-0932,2019,33,11,11,Germany
1364-0321,2021,52,11,11,Germany
0391-9714,2021,12,12,11,Germany
0006-8314,2021,11,11,11,Germany
0006-3495,2020,69,11,11,Germany
0275-2565,2021,13,10,11,Germany
1355-6215,2021,11,11,11,Germany
0140-9883,2021,36,11,11,Germany
1473-0189,2021,20,11,11,Germany
0033-832X,2020,112,11,11,Germany
1525-0016,2017,11,11,11,Germany
0931-1890,2021,12,10,11,Germany
0340-5761,2019,64,11,11,Germany
1434-6028,2018,35,11,11,Germany
0306-0012,2020,21,11,11,Germany
0008-543X,2020,17,11,11,Germany
0892-9912,2021,13,11,11,Germany
1862-4057,2020,14,11,11,Germany
1863-8880,2021,12,11,11,Germany
2330-4022,2021,28,10,11,Germany
2190-6815,2021,12,11,11,Germany
0021-8790,2021,14,11,11,Germany
0957-8811,2021,11,11,11,Germany
1402-2001,2021,11,11,11,Germany
1462-8902,2021,14,10,11,Germany
0010-7999,2020,16,11,11,Germany
0269-8463,2021,12,11,11,Germany
0020-9554,2020,132,11,11,Germany
0933-5137,2020,14,11,11,Germany
0897-4756,2021,52,8,11,Germany
1434-6060,2020,15,11,11,Germany
0303-6812,2021,12,11,11,Germany
0948-3349,2020,18,10,11,Germany
0022-3778,2020,13,10,11,Germany
1359-6640,2021,22,10,11,Germany
1520-9512,2020,19,11,11,Germany
0032-079X,2020,15,11,11,Germany
0016-7037,2021,43,11,11,Germany
0195-928X,2020,12,11,11,Germany
1364-5072,2020,11,11,11,Germany
1672-7681,2020,15,10,11,Germany
0029-5981,2019,28,11,11,Germany
1759-2879,2020,13,11,11,Germany
1742-7061,2020,41,11,11,Germany
1633-8065,2021,17,11,11,Germany
1387-2877,2020,35,5,11,Germany
0924-6460,2021,12,11,11,Germany
0013-1954,2021,11,11,11,Germany
0961-8368,2020,11,11,11,Germany
1387-3547,2021,12,11,11,Germany
1520-3247,2021,12,11,11,Germany
0001-6322,2019,34,11,11,Germany
0143-6570,2020,14,10,11,Germany
0001-1541,2019,21,11,11,Germany
0948-3349,2021,11,11,11,Germany
2366-9608,2020,14,11,11,Germany
1759-2879,2021,12,11,11,Germany
0022-2291,2020,11,11,11,Germany
0254-5330,2021,11,11,11,Germany
0009-9236,2019,20,11,11,Germany
1010-061X,2020,13,11,11,Germany
0363-5465,2021,26,7,11,Germany
0941-3790,2019,79,11,11,Germany
1436-6207,2020,12,11,11,Germany
0307-0565,2021,12,11,11,Germany
0031-3998,2021,15,11,11,Germany
0143-6570,2021,14,10,11,Germany
1615-4150,2019,32,11,11,Germany
0863-1042,2021,15,10,11,Germany
0270-4137,2021,13,12,11,Germany
0029-599X,2020,14,10,11,Germany
0969-7128,2021,12,11,11,Germany
2169-9097,2020,12,11,11,Germany
0942-9352,2020,24,8,11,Germany
0021-9533,2021,35,19,11,Germany
0033-5177,2021,12,10,11,Germany
1040-726X,2020,12,11,11,Germany
1545-5009,2020,16,11,11,Germany
2190-6890,2020,13,11,11,Germany
0178-2762,2020,11,11,11,Germany
0003-6072,2020,13,10,11,Germany
0013-4686,2021,58,11,11,Germany
1526-498X,2021,14,11,11,Germany
1618-2642,2019,87,10,11,Germany
2365-5135,2021,16,11,11,Germany
0022-4715,2020,14,10,11,Germany
0720-213X,2021,11,10,11,Germany
2053-1583,2021,13,3,11,Germany
1878-7479,2021,12,11,11,Germany
0893-133X,2021,11,11,11,Germany
0167-4544,2021,13,11,11,Germany
1350-9047,2017,14,11,11,Germany
0232-1300,2019,15,11,11,Germany
1463-9262,2019,27,11,11,Germany
0888-5885,2021,53,10,11,Germany
1590-1874,2020,13,11,11,Germany
0027-8424,2017,170,14,11,Germany
1610-0646,2021,36,11,11,Germany
1862-6599,2018,34,11,11,Germany
1860-7179,2019,37,10,11,Germany
0040-5752,2020,11,11,11,Germany
0309-0167,2020,16,11,11,Germany
1488-3473,2021,11,10,11,Germany
1381-2890,2021,11,11,11,Germany
0949-1147,2021,12,11,11,Germany
2192-6506,2021,15,11,11,Germany
2052-4110,2021,23,11,11,Germany
0964-6906,2021,19,11,11,Germany
0269-994X,2021,12,10,11,Germany
1617-7940,2021,11,11,11,Germany
0304-4130,2021,12,11,11,Germany
1863-2653,2018,37,11,11,Germany
0957-4484,2021,23,3,11,Germany
0743-7463,2021,68,12,11,Germany
0741-238X,2017,18,11,11,Germany
2513-0390,2020,11,11,11,Germany
1431-2174,2021,13,11,11,Germany
0931-2439,2020,14,11,11,Germany
1099-0496,2020,13,11,11,Germany
0362-2525,2020,12,11,11,Germany
0022-2623,2021,79,9,11,Germany
0033-3158,2020,13,11,11,Germany
2469-9985,2021,56,11,11,Germany
1530-7026,2020,13,11,11,Germany
0195-668X,2018,523,11,11,Germany
2161-5063,2021,21,10,11,Germany
0947-5117,2021,15,11,11,Germany
0009-9236,2021,14,10,11,Germany
2197-0378,2018,27,11,11,Germany
0950-382X,2019,28,12,11,Germany
0742-2822,2021,13,11,11,Germany
1619-1366,2021,14,10,10,Germany
1874-270X,2020,11,10,10,Germany
0012-0456,2021,10,10,10,Germany
2522-5987,2020,11,10,10,Germany
1386-4157,2021,10,10,10,Germany
1618-2642,2017,79,9,10,Germany
0033-2917,2019,25,6,10,Germany
2363-9520,2021,11,10,10,Germany
0300-5127,2021,18,9,10,Germany
1942-7603,2019,28,10,10,Germany
2156-3403,2020,36,0,10,Germany
1615-3375,2021,11,10,10,Germany
0196-2892,2021,19,6,10,Germany
0105-4538,2019,39,10,10,Germany
1059-7794,2020,12,10,10,Germany
1867-5905,2020,47,10,10,Germany
0169-3913,2021,11,10,10,Germany
0300-9483,2021,11,10,10,Germany
0012-9658,2021,10,10,10,Germany
0007-0998,2021,10,10,10,Germany
0179-5376,2021,13,10,10,Germany
2050-7496,2017,71,19,10,Germany
2169-9275,2019,21,10,10,Germany
1861-3829,2020,11,9,10,Germany
0003-9527,2021,13,10,10,Germany
0002-7820,2019,26,9,10,Germany
1387-1307,2021,10,10,10,Germany
1752-0894,2021,22,10,10,Germany
0934-0866,2021,12,10,10,Germany
2511-9044,2020,12,10,10,Germany
0020-7594,2020,10,10,10,Germany
0908-665X,2020,11,10,10,Germany
1477-9226,2017,163,20,10,Germany
0961-8368,2021,11,10,10,Germany
0887-6924,2018,47,10,10,Germany
0303-8300,2021,11,10,10,Germany
0003-889X,2020,16,9,10,Germany
1071-3581,2020,12,10,10,Germany
0141-8955,2020,13,10,10,Germany
1755-375X,2019,20,10,10,Germany
0021-8995,2019,28,10,10,Germany
0721-3115,2021,11,10,10,Germany
1430-483X,2020,16,10,10,Germany
0304-4130,2020,11,10,10,Germany
0306-0012,2021,21,10,10,Germany
1359-4184,2018,18,10,10,Germany
1432-9123,2021,26,10,10,Germany
1461-023X,2020,13,10,10,Germany
0170-6233,2020,11,10,10,Germany
2510-1226,2020,10,10,10,Germany
0112-1642,2021,10,10,10,Germany
1359-7345,2017,160,25,10,Germany
0003-3804,2021,10,10,10,Germany
1552-4922,2019,20,10,10,Germany
0270-9139,2020,11,10,10,Germany
1019-6781,2019,35,10,10,Germany
0301-1623,2021,14,10,10,Germany
0941-3790,2020,83,9,10,Germany
1742-464X,2019,25,10,10,Germany
2520-811X,2021,10,10,10,Germany
0020-7985,2021,12,10,10,Germany
2469-9950,2019,563,66,10,Germany
0267-8179,2020,11,10,10,Germany
1051-2284,2020,13,10,10,Germany
2366-0058,2020,14,10,10,Germany
2366-0058,2021,11,10,10,Germany
0905-7188,2021,11,10,10,Germany
0256-2928,2020,10,10,10,Germany
1748-1708,2020,40,10,10,Germany
0935-1175,2020,15,10,10,Germany
1073-5623,2021,11,9,10,Germany
0022-0477,2020,11,10,10,Germany
0030-1299,2021,11,10,10,Germany
1351-0754,2021,10,9,10,Germany
0167-6369,2021,11,10,10,Germany
0952-3480,2021,12,10,10,Germany
0899-8418,2020,14,10,10,Germany
0946-2171,2017,31,9,10,Germany
0362-2525,2021,10,10,10,Germany
1057-9249,2020,13,10,10,Germany
1618-2642,2018,69,10,10,Germany
1172-7047,2021,11,10,10,Germany
0364-0213,2021,12,10,10,Germany
0171-8096,2021,91,8,10,Germany
1050-6926,2021,11,10,10,Germany
0272-4332,2020,10,10,10,Germany
0933-7407,2021,11,10,10,Germany
0964-4733,2021,10,10,10,Germany
0173-5322,2021,11,10,10,Germany
0014-3820,2021,12,10,10,Germany
0162-3257,2021,11,10,10,Germany
1098-3600,2021,17,12,10,Germany
0949-7714,2021,12,10,10,Germany
0167-594X,2020,17,10,10,Germany
0305-0270,2019,20,11,10,Germany
0023-852X,2021,13,10,10,Germany
0361-8609,2021,12,10,10,Germany
1049-8923,2021,13,10,10,Germany
0144-5596,2020,14,10,10,Germany
0939-4451,2021,11,10,10,Germany
2297-4725,2021,21,10,10,Germany
0048-5772,2019,34,11,10,Germany
0178-2762,2021,10,10,10,Germany
0004-6361,2018,224,10,10,Germany
0306-2619,2019,81,10,10,Germany
0009-3920,2021,11,10,10,Germany
0741-238X,2019,16,11,10,Germany
1541-6933,2020,17,10,10,Germany
0090-502X,2020,13,10,10,Germany
0385-2407,2021,12,9,10,Germany
0006-3495,2021,42,10,10,Germany
2331-7019,2021,50,10,10,Germany
0266-7215,2021,25,11,10,Germany
0044-2267,2021,11,10,10,Germany
0040-5825,2021,10,10,10,Germany
0953-4075,2021,14,4,10,Germany
0937-941X,2021,13,10,10,Germany
1613-7817,2020,28,10,10,Germany
0730-2312,2021,11,10,10,Germany
0021-8782,2020,13,11,10,Germany
1080-5370,2020,14,10,10,Germany
0168-2563,2020,13,10,10,Germany
1387-2877,2017,31,0,10,Germany
1613-9372,2020,11,10,10,Germany
1862-4472,2021,10,10,10,Germany
0077-8923,2020,10,10,10,Germany
2169-9275,2018,27,10,10,Germany
0010-7999,2021,13,10,10,Germany
1359-6454,2020,78,10,10,Germany
0931-041X,2020,14,10,10,Germany
0255-5476,2019,54,10,10,Germany
0361-5235,2020,13,10,10,Germany
1466-822X,2020,10,10,10,Germany
0742-6046,2021,10,10,10,Germany
0963-0252,2019,23,10,10,Germany
0360-3199,2021,54,10,10,Germany
0340-1200,2021,12,10,10,Germany
0930-7575,2018,24,9,10,Germany
0021-9967,2019,19,10,10,Germany
0920-3796,2021,82,10,10,Germany
1525-0016,2021,11,7,10,Germany
0001-1541,2020,12,10,10,Germany
0894-3257,2020,11,10,10,Germany
1363-755X,2020,10,10,10,Germany
1386-2820,2021,11,10,10,Germany
2192-2640,2019,22,10,10,Germany
2504-2092,2020,24,10,10,Germany
0022-3751,2019,18,11,10,Germany
0932-4194,2021,11,10,10,Germany
1475-7516,2021,34,10,10,Germany
0264-6021,2021,13,10,10,Germany
0022-3417,2020,12,10,10,Germany
2193-7192,2021,11,10,10,Germany
1090-3801,2019,19,9,9,Germany
0733-8724,2021,22,1,9,Germany
0905-6157,2020,11,9,9,Germany
2730-5953,2021,10,9,9,Germany
0885-7474,2021,10,9,9,Germany
1868-2502,2019,26,9,9,Germany
0324-4652,2020,11,9,9,Germany
2052-5192,2020,10,8,9,Germany
2730-7212,2020,20,9,9,Germany
0168-9002,2021,47,9,9,Germany
0001-5903,2021,12,9,9,Germany
0090-6905,2021,9,9,9,Germany
1616-5187,2019,21,9,9,Germany
1864-063X,2019,23,9,9,Germany
1072-4133,2021,9,9,9,Germany
0009-7322,2021,34,12,9,Germany
1088-1980,2021,10,9,9,Germany
0936-5931,2020,14,3,9,Germany
1473-2130,2021,10,9,9,Germany
1861-1125,2021,10,9,9,Germany
0040-0262,2021,11,9,9,Germany
0043-1648,2021,41,8,9,Germany
0305-750X,2021,27,9,9,Germany
0021-8561,2021,61,5,9,Germany
2305-221X,2020,13,8,9,Germany
0312-5963,2021,10,9,9,Germany
1861-3829,2021,13,9,9,Germany
0026-8976,2021,33,9,9,Germany
0736-0266,2020,13,9,9,Germany
1600-6135,2021,11,9,9,Germany
2159-6867,2021,9,9,9,Germany
0006-8950,2018,21,9,9,Germany
0934-0866,2020,9,9,9,Germany
1439-0108,2020,10,9,9,Germany
2574-0962,2021,54,8,9,Germany
1511-1768,2021,10,9,9,Germany
0933-7954,2021,10,9,9,Germany
1594-0667,2020,16,9,9,Germany
0957-0233,2020,16,9,9,Germany
0031-6768,2017,44,8,9,Germany
1744-9561,2020,17,9,9,Germany
0172-8113,2020,61,9,9,Germany
1369-183X,2019,27,9,9,Germany
0885-6087,2019,14,10,9,Germany
0962-1105,2021,17,9,9,Germany
0006-3495,2017,195,9,9,Germany
0277-3791,2021,35,9,9,Germany
0969-0239,2021,10,9,9,Germany
0938-8990,2020,9,9,9,Germany
1661-5751,2021,12,9,9,Germany
0276-3478,2021,11,10,9,Germany
1424-0637,2020,14,9,9,Germany
1742-7061,2021,27,9,9,Germany
2199-160X,2019,17,9,9,Germany
0926-9959,2018,76,9,9,Germany
2199-692X,2021,10,9,9,Germany
0021-8790,2019,18,9,9,Germany
0092-8674,2021,27,9,9,Germany
0943-1950,2017,9,6,9,Germany
1868-4483,2021,11,9,9,Germany
0032-3888,2021,13,9,9,Germany
0941-3790,2017,252,9,9,Germany
0893-7648,2018,30,9,9,Germany
1748-3182,2021,12,7,9,Germany
2363-5142,2020,10,9,9,Germany
0736-0266,2019,20,9,9,Germany
2469-9950,2018,628,89,9,Germany
2211-0348,2020,30,9,9,Germany
2059-7983,2020,9,9,9,Germany
0953-2048,2020,12,9,9,Germany
0048-9697,2017,105,9,9,Germany
2169-9380,2019,18,9,9,Germany
0931-2250,2020,11,9,9,Germany
0001-5970,2021,11,9,9,Germany
0042-9007,2020,12,9,9,Germany
0022-3417,2021,10,10,9,Germany
0031-9317,2021,10,9,9,Germany
1552-4922,2021,18,9,9,Germany
0921-3449,2021,17,9,9,Germany
1097-2765,2021,31,9,9,Germany
0012-0936,2020,10,9,9,Germany
1433-2779,2020,10,9,9,Germany
1590-1874,2021,12,9,9,Germany
2059-7983,2021,9,9,9,Germany
1473-4222,2020,9,9,9,Germany
0175-7571,2020,9,9,9,Germany
0012-6667,2019,25,9,9,Germany
0960-8923,2020,20,8,9,Germany
0025-2611,2020,11,9,9,Germany
1546-542X,2020,11,9,9,Germany
1292-8941,2020,9,9,9,Germany
1387-3547,2020,10,8,9,Germany
0929-5305,2021,10,9,9,Germany
2730-7212,2021,19,8,9,Germany
0920-654X,2020,15,9,9,Germany
0267-9477,2019,18,9,9,Germany
1432-4350,2021,11,10,9,Germany
0022-3042,2019,19,9,9,Germany
1384-5810,2021,10,9,9,Germany
0954-7894,2020,9,9,9,Germany
1470-8272,2020,10,9,9,Germany
0015-8208,2020,14,9,9,Germany
1748-5983,2020,11,9,9,Germany
0722-4060,2020,9,9,9,Germany
0033-3123,2021,10,9,9,Germany
0948-7034,2020,93,10,9,Germany
2190-393X,2021,9,9,9,Germany
2366-7796,2020,48,0,9,Germany
0312-5963,2020,10,9,9,Germany
0893-133X,2020,16,9,9,Germany
0939-608X,2020,11,9,9,Germany
0085-2538,2021,40,9,9,Germany
0943-1950,2020,11,9,9,Germany
2214-6296,2021,37,9,9,Germany
1040-726X,2021,9,9,9,Germany
1071-3581,2021,11,9,9,Germany
0278-4297,2021,10,9,9,Germany
0018-019X,2021,10,9,9,Germany
0006-8950,2021,34,9,9,Germany
0304-3843,2020,13,9,9,Germany
1866-6892,2021,12,10,9,Germany
0022-1147,2020,9,9,9,Germany
0938-8974,2021,9,9,9,Germany
0009-9163,2021,13,8,9,Germany
1360-3736,2021,11,9,9,Germany
0301-4215,2020,59,9,9,Germany
0012-0472,2021,110,9,9,Germany
1010-061X,2021,9,8,9,Germany
0306-2619,2020,75,9,9,Germany
0034-4257,2021,24,9,9,Germany
1861-471X,2020,10,9,9,Germany
1384-5748,2021,9,9,9,Germany
1477-0520,2019,43,9,9,Germany
0006-3495,2019,77,9,9,Germany
0921-8971,2021,9,9,9,Germany
0377-2217,2021,56,9,9,Germany
1878-5158,2021,10,9,9,Germany
0009-9236,2020,12,8,9,Germany
2052-5192,2021,11,9,9,Germany
0010-3616,2019,38,9,9,Germany
0022-3239,2021,10,9,9,Germany
0018-8158,2020,11,9,9,Germany
0887-3585,2021,9,8,9,Germany
2053-2296,2020,10,9,9,Germany
0929-5305,2020,11,9,9,Germany
0340-5761,2018,45,8,9,Germany
2169-9275,2017,30,9,9,Germany
1866-6892,2020,12,9,9,Germany
1744-683X,2017,88,22,9,Germany
0178-4617,2020,11,9,9,Germany
1097-2765,2020,32,9,9,Germany
1748-0221,2020,22,9,9,Germany
1424-7755,2021,13,9,9,Germany
0021-972X,2020,39,9,9,Germany
1863-8155,2021,12,9,9,Germany
0095-2583,2021,9,9,9,Germany
0905-6947,2021,9,9,9,Germany
2512-2789,2021,20,10,9,Germany
0891-5849,2019,19,10,9,Germany
0306-2619,2018,77,9,9,Germany
1382-3256,2021,9,9,9,Germany
1554-8627,2021,19,9,9,Germany
0925-5001,2021,11,9,9,Germany
1467-5463,2021,13,9,9,Germany
1473-0189,2020,14,9,9,Germany
1748-5983,2021,9,8,9,Germany
0092-8674,2020,29,9,9,Germany
1086-9379,2021,10,8,9,Germany
0022-1120,2019,24,7,9,Germany
1431-2174,2020,11,9,9,Germany
0340-7594,2020,11,8,9,Germany
0963-0252,2021,14,3,9,Germany
0012-821X,2021,32,9,9,Germany
1939-5981,2020,10,9,9,Germany
0021-8898,2019,15,9,9,Germany
1424-0637,2021,11,9,9,Germany
0886-6236,2020,10,8,9,Germany
1351-0347,2021,17,8,8,Germany
0167-4412,2021,8,8,8,Germany
0170-4214,2020,16,8,8,Germany
0018-5043,2020,16,7,8,Germany
1600-6135,2019,19,8,8,Germany
0085-2538,2019,35,9,8,Germany
0009-9163,2020,10,8,8,Germany
0363-907X,2021,13,8,8,Germany
2730-5732,2021,10,7,8,Germany
0962-1105,2020,13,8,8,Germany
2169-8953,2020,9,8,8,Germany
0737-6782,2021,10,8,8,Germany
0012-9658,2019,18,8,8,Germany
0959-6526,2018,110,8,8,Germany
1386-7423,2021,8,8,8,Germany
0008-543X,2021,9,8,8,Germany
0931-1890,2020,10,8,8,Germany
2694-6416,2021,10,8,8,Germany
2047-4873,2020,38,5,8,Germany
0889-048X,2020,9,8,8,Germany
1863-2653,2017,33,8,8,Germany
2050-750X,2019,18,8,8,Germany
0020-7594,2021,9,8,8,Germany
0723-4864,2018,27,8,8,Germany
2331-7019,2020,50,9,8,Germany
1248-9204,2020,18,8,8,Germany
0905-6947,2020,10,8,8,Germany
1617-416X,2021,12,8,8,Germany
0951-5666,2020,10,8,8,Germany
0883-2919,2020,10,8,8,Germany
0044-2267,2019,12,8,8,Germany
0254-5330,2020,11,7,8,Germany
1432-2994,2020,11,7,8,Germany
0022-1112,2020,9,8,8,Germany
0004-0002,2021,8,6,8,Germany
1573-9538,2021,8,8,8,Germany
1045-2257,2021,9,8,8,Germany
0044-7447,2020,8,8,8,Germany
0937-9347,2020,9,8,8,Germany
0340-6245,2019,52,8,8,Germany
0921-8009,2021,31,7,8,Germany
0001-690X,2020,13,8,8,Germany
2363-5142,2021,10,9,8,Germany
0924-090X,2020,10,8,8,Germany
1072-4133,2020,9,7,8,Germany
0021-2148,2020,12,8,8,Germany
2049-1948,2019,9,8,8,Germany
0938-8974,2020,8,8,8,Germany
0936-7195,2019,23,8,8,Germany
1568-7759,2021,10,8,8,Germany
2469-9950,2017,623,80,8,Germany
0167-6806,2021,9,8,8,Germany
1875-4791,2021,10,8,8,Germany
0091-2700,2020,10,8,8,Germany
1198-743X,2021,21,9,8,Germany
0017-5749,2019,29,13,8,Germany
0020-8566,2020,12,8,8,Germany
0007-1161,2021,16,8,8,Germany
0015-9018,2021,9,8,8,Germany
1359-6640,2019,26,8,8,Germany
0095-3628,2021,10,8,8,Germany
1355-6215,2020,9,8,8,Germany
1611-3683,2019,18,8,8,Germany
0196-2892,2020,20,3,8,Germany
0307-6946,2020,10,8,8,Germany
0018-1560,2021,11,9,8,Germany
0306-8919,2021,8,8,8,Germany
1868-1743,2020,9,8,8,Germany
0171-6468,2020,10,8,8,Germany
0022-2836,2019,44,8,8,Germany
0277-6715,2019,21,7,8,Germany
0965-2140,2021,8,8,8,Germany
0300-9483,2020,10,8,8,Germany
0305-182X,2020,9,8,8,Germany
0894-3796,2021,8,8,8,Germany
1863-8880,2020,9,8,8,Germany
0020-4277,2021,9,9,8,Germany
0305-1846,2020,8,8,8,Germany
0364-2348,2021,10,8,8,Germany
0922-6435,2021,9,8,8,Germany
2196-2952,2021,9,8,8,Germany
1754-5692,2018,17,8,8,Germany
1438-7697,2019,12,8,8,Germany
0300-8584,2020,9,7,8,Germany
0022-2720,2021,9,7,8,Germany
0043-1354,2021,38,7,8,Germany
0323-3847,2019,26,8,8,Germany
2522-0063,2021,11,8,8,Germany
1867-2450,2021,8,8,8,Germany
0304-3894,2021,33,8,8,Germany
1420-682X,2017,28,7,8,Germany
0138-4821,2020,14,8,8,Germany
0012-186X,2020,9,8,8,Germany
0300-8584,2021,9,8,8,Germany
1868-8527,2020,8,8,8,Germany
0001-6314,2020,8,8,8,Germany
0891-5849,2020,11,8,8,Germany
1610-0646,2020,35,8,8,Germany
0959-8049,2020,39,8,8,Germany
0393-2990,2021,8,8,8,Germany
0016-2361,2021,58,8,8,Germany
1351-8216,2020,10,8,8,Germany
0022-5142,2020,10,8,8,Germany
0046-2772,2020,8,8,8,Germany
1535-3893,2021,23,7,8,Germany
2053-1583,2020,13,6,8,Germany
0178-4617,2021,12,8,8,Germany
0030-770X,2021,9,8,8,Germany
